user_id,RFM Score,Segment
12088,312,About To Sleep
12089,132,Hibernating customers
12090,234,At Risk
12091,545,Champions
12093,535,Need Attention
12094,232,Hibernating customers
12096,335,Loyal
12098,141,Lost customers
12099,115,Cannot Lose Them
12100,335,Loyal
12101,555,Champions
12103,442,Potential Loyalist
12104,511,New Customers
12105,135,At Risk
12106,214,Cannot Lose Them
12107,343,Need Attention
12108,344,Loyal
12109,214,Cannot Lose Them
12111,451,Potential Loyalist
12112,442,Potential Loyalist
12113,215,Cannot Lose Them
12114,113,Cannot Lose Them
12115,315,Promising
12116,213,About To Sleep
12118,544,Champions
12119,113,Cannot Lose Them
12121,555,Champions
12122,111,Lost customers
12123,333,Potential Loyalist
12124,533,Potential Loyalist
12125,113,Cannot Lose Them
12126,334,Need Attention
12127,214,Cannot Lose Them
12130,135,At Risk
12131,454,Champions
12132,313,Promising
12134,233,Hibernating customers
12136,215,Cannot Lose Them
12137,335,Loyal
12138,434,Need Attention
12140,133,At Risk
12141,213,About To Sleep
12142,312,About To Sleep
12146,444,Loyal
12147,312,About To Sleep
12148,115,Cannot Lose Them
12150,331,About To Sleep
12151,333,Potential Loyalist
12152,431,Potential Loyalist
12154,135,At Risk
12155,433,Potential Loyalist
12157,333,Potential Loyalist
12158,113,Cannot Lose Them
12160,532,Potential Loyalist
12161,545,Champions
12162,332,Hibernating customers
12163,545,Champions
12164,414,Promising
12165,134,At Risk
12166,211,Hibernating customers
12168,113,Cannot Lose Them
12170,133,At Risk
12171,435,Loyal
12173,343,Need Attention
12174,435,Loyal
12176,111,Lost customers
12177,333,Potential Loyalist
12178,311,New Customers
12180,531,Potential Loyalist
12181,433,Potential Loyalist
12182,455,Champions
12183,544,Champions
12185,445,Champions
12186,112,Lost customers
12188,212,Hibernating customers
12189,434,Need Attention
12190,343,Need Attention
12191,142,At Risk
12192,242,At Risk
12193,311,New Customers
12194,244,At Risk
12197,414,Promising
12198,115,Cannot Lose Them
12200,332,Hibernating customers
12201,532,Potential Loyalist
12202,413,Promising
12203,335,Loyal
12204,243,At Risk
12205,211,Hibernating customers
12206,554,Champions
12208,215,Cannot Lose Them
12210,535,Need Attention
12211,354,Loyal
12213,343,Need Attention
12214,114,Cannot Lose Them
12215,113,Cannot Lose Them
12216,232,Hibernating customers
12218,134,At Risk
12219,313,Promising
12220,333,Potential Loyalist
12221,435,Loyal
12222,214,Cannot Lose Them
12223,312,About To Sleep
12224,445,Champions
12225,313,Promising
12226,112,Lost customers
12227,513,Promising
12228,342,Potential Loyalist
12231,245,At Risk
12232,512,New Customers
12233,531,Potential Loyalist
12235,433,Potential Loyalist
12236,215,Cannot Lose Them
12237,315,Promising
12238,553,Potential Loyalist
12239,545,Champions
12241,244,At Risk
12243,345,Loyal
12245,542,Potential Loyalist
12246,232,Hibernating customers
12248,553,Potential Loyalist
12249,333,Potential Loyalist
12250,455,Champions
12251,244,At Risk
12253,112,Lost customers
12254,513,Promising
12256,112,Lost customers
12258,312,About To Sleep
12259,343,Need Attention
12260,215,Cannot Lose Them
12261,111,Lost customers
12262,212,Hibernating customers
12265,354,Loyal
12267,111,Lost customers
12269,345,Loyal
12270,342,Potential Loyalist
12271,333,Potential Loyalist
12272,211,Hibernating customers
12273,231,About To Sleep
12273,231,Hibernating customers
12274,315,Promising
12275,232,Hibernating customers
12276,532,Potential Loyalist
12277,532,Potential Loyalist
12279,232,Hibernating customers
12280,343,Need Attention
12281,111,Lost customers
12282,533,Potential Loyalist
12283,542,Potential Loyalist
12284,442,Potential Loyalist
12285,114,Cannot Lose Them
12288,114,Cannot Lose Them
12289,515,Promising
12290,355,Loyal
12291,441,Potential Loyalist
12292,443,Need Attention
12293,434,Need Attention
12294,534,Need Attention
12296,142,At Risk
12297,533,Potential Loyalist
12298,213,About To Sleep
12299,515,Promising
12300,132,Hibernating customers
12301,413,Promising
12303,535,Need Attention
12307,531,Potential Loyalist
12309,554,Champions
12310,333,Potential Loyalist
12311,253,At Risk
12312,113,Cannot Lose Them
12313,542,Potential Loyalist
12315,312,About To Sleep
12317,452,Potential Loyalist
12318,214,Cannot Lose Them
12319,545,Champions
12320,111,Lost customers
12321,212,Hibernating customers
12323,544,Champions
12324,342,Potential Loyalist
12325,333,Potential Loyalist
12326,212,Hibernating customers
12327,544,Champions
12328,535,Need Attention
12329,443,Need Attention
12330,111,Lost customers
12331,232,Hibernating customers
12334,112,Lost customers
12335,542,Potential Loyalist
12336,433,Potential Loyalist
12337,335,Loyal
12338,411,New Customers
12339,412,New Customers
12340,213,About To Sleep
12341,333,Potential Loyalist
12344,511,New Customers
12345,514,Promising
12347,331,About To Sleep
12348,114,Cannot Lose Them
12349,532,Potential Loyalist
12350,311,New Customers
12351,435,Loyal
12352,511,New Customers
12354,334,Need Attention
12355,411,New Customers
12356,111,Lost customers
12358,542,Potential Loyalist
12360,112,Lost customers
12361,211,Hibernating customers
12363,111,Lost customers
12366,135,At Risk
12367,112,Lost customers
12368,335,Loyal
12369,232,Hibernating customers
12371,235,At Risk
12372,345,Loyal
12374,531,Potential Loyalist
12375,531,Potential Loyalist
12376,115,Cannot Lose Them
12377,411,New Customers
12378,112,Lost customers
12379,215,Cannot Lose Them
12381,411,New Customers
12382,453,Potential Loyalist
12383,445,Champions
12385,351,Potential Loyalist
12387,114,Cannot Lose Them
12388,115,Cannot Lose Them
12389,235,At Risk
12390,344,Loyal
12391,334,Need Attention
12392,133,At Risk
12393,112,Lost customers
12394,213,About To Sleep
12395,434,Need Attention
12396,515,Promising
12397,435,Loyal
12398,515,Promising
12399,215,Cannot Lose Them
12401,545,Champions
12403,532,Potential Loyalist
12404,314,Promising
12405,443,Need Attention
12408,333,Potential Loyalist
12409,334,Need Attention
12410,311,New Customers
12411,442,Potential Loyalist
12412,111,Lost customers
12413,242,At Risk
12414,131,Lost customers
12415,314,Promising
12416,544,Champions
12417,532,Potential Loyalist
12418,441,Potential Loyalist
12419,453,Potential Loyalist
12421,234,At Risk
12422,434,Need Attention
12423,414,Promising
12426,344,Loyal
12428,432,Potential Loyalist
12429,435,Loyal
12432,333,Potential Loyalist
12433,212,Hibernating customers
12434,511,New Customers
12435,514,Promising
12436,333,Potential Loyalist
12437,132,Hibernating customers
12438,212,Hibernating customers
12439,555,Champions
12441,352,Potential Loyalist
12442,533,Potential Loyalist
12443,232,Hibernating customers
12444,111,Lost customers
12445,114,Cannot Lose Them
12447,534,Need Attention
12448,511,New Customers
12450,115,Cannot Lose Them
12451,531,Potential Loyalist
12452,434,Need Attention
12453,311,New Customers
12455,442,Potential Loyalist
12456,532,Potential Loyalist
12457,243,At Risk
12458,114,Cannot Lose Them
12460,551,Potential Loyalist
12461,113,Cannot Lose Them
12462,452,Potential Loyalist
12463,215,Cannot Lose Them
12464,434,Need Attention
12465,112,Lost customers
12467,343,Need Attention
12468,443,Need Attention
12469,514,Promising
12471,131,Lost customers
12472,313,Promising
12473,232,Hibernating customers
12474,414,Promising
12475,145,At Risk
12476,442,Potential Loyalist
12477,234,At Risk
12478,244,At Risk
12479,344,Loyal
12480,113,Cannot Lose Them
12481,331,About To Sleep
12482,232,Hibernating customers
12483,111,Lost customers
12484,414,Promising
12486,111,Lost customers
12487,244,At Risk
12488,411,New Customers
12489,443,Need Attention
12491,311,New Customers
12492,135,At Risk
12493,535,Need Attention
12495,111,Lost customers
12497,115,Cannot Lose Them
12498,114,Cannot Lose Them
12500,114,Cannot Lose Them
12502,432,Potential Loyalist
12503,331,About To Sleep
12504,534,Need Attention
12505,531,Potential Loyalist
12509,443,Need Attention
12510,213,About To Sleep
12512,443,Need Attention
12513,332,Hibernating customers
12514,315,Promising
12515,352,Potential Loyalist
12516,512,New Customers
12517,131,Lost customers
12518,543,Loyal
12519,231,About To Sleep
12519,231,Hibernating customers
12520,431,Potential Loyalist
12521,111,Lost customers
12523,113,Cannot Lose Them
12524,112,Lost customers
12525,435,Loyal
12532,311,New Customers
12533,115,Cannot Lose Them
12534,115,Cannot Lose Them
12535,515,Promising
12538,245,At Risk
12539,515,Promising
12541,213,About To Sleep
12543,311,New Customers
12544,435,Loyal
12545,232,Hibernating customers
12547,513,Promising
12548,544,Champions
12549,111,Lost customers
12550,211,Hibernating customers
12551,333,Potential Loyalist
12553,314,Promising
12556,332,Hibernating customers
12558,234,At Risk
12559,433,Potential Loyalist
12560,553,Potential Loyalist
12561,433,Potential Loyalist
12562,544,Champions
12563,441,Potential Loyalist
12564,412,New Customers
12567,215,Cannot Lose Them
12568,313,Promising
12569,434,Need Attention
12570,431,Potential Loyalist
12572,413,Promising
12574,435,Loyal
12575,334,Need Attention
12577,215,Cannot Lose Them
12578,534,Need Attention
12579,145,At Risk
12580,544,Champions
12581,235,At Risk
12583,443,Need Attention
12585,232,Hibernating customers
12588,534,Need Attention
12589,343,Need Attention
12590,512,New Customers
12591,335,Loyal
12594,545,Champions
12595,115,Cannot Lose Them
12596,113,Cannot Lose Them
12597,532,Potential Loyalist
12598,343,Need Attention
12599,343,Need Attention
12601,314,Promising
12602,211,Hibernating customers
12603,311,New Customers
12604,342,Potential Loyalist
12605,535,Need Attention
12606,232,Hibernating customers
12607,544,Champions
12609,235,At Risk
12611,233,Hibernating customers
12613,233,Hibernating customers
12614,133,At Risk
12615,453,Potential Loyalist
12617,135,At Risk
12618,334,Need Attention
12621,554,Champions
12622,334,Need Attention
12623,335,Loyal
12625,112,Lost customers
12626,212,Hibernating customers
12627,311,New Customers
12628,415,Promising
12629,233,Hibernating customers
12630,332,Hibernating customers
12631,211,Hibernating customers
12632,315,Promising
12633,542,Potential Loyalist
12634,434,Need Attention
12635,345,Loyal
12636,343,Need Attention
12637,444,Loyal
12638,533,Potential Loyalist
12639,452,Potential Loyalist
12640,534,Need Attention
12642,333,Potential Loyalist
12645,113,Cannot Lose Them
12646,455,Champions
12647,114,Cannot Lose Them
12648,335,Loyal
12650,554,Champions
12651,112,Lost customers
12654,213,About To Sleep
12655,432,Potential Loyalist
12656,132,Hibernating customers
12657,442,Potential Loyalist
12659,455,Champions
12660,241,About To Sleep
12660,241,Hibernating customers
12662,112,Lost customers
12664,432,Potential Loyalist
12666,243,At Risk
12667,234,At Risk
12668,112,Lost customers
12669,535,Need Attention
12670,255,At Risk
12671,343,Need Attention
12673,352,Potential Loyalist
12674,554,Champions
12675,214,Cannot Lose Them
12676,312,About To Sleep
12677,131,Lost customers
12679,112,Lost customers
12680,543,Loyal
12681,245,At Risk
12682,431,Potential Loyalist
12683,255,At Risk
12684,113,Cannot Lose Them
12686,453,Potential Loyalist
12688,244,At Risk
12689,535,Need Attention
12691,535,Need Attention
12692,435,Loyal
12693,542,Potential Loyalist
12695,313,Promising
12697,443,Need Attention
12698,133,At Risk
12699,432,Potential Loyalist
12700,242,At Risk
12701,135,At Risk
12703,452,Potential Loyalist
12704,252,At Risk
12706,555,Champions
12707,551,Potential Loyalist
12708,231,About To Sleep
12708,231,Hibernating customers
12709,234,At Risk
12710,351,Potential Loyalist
12712,551,Potential Loyalist
12713,341,Potential Loyalist
12714,233,Hibernating customers
12715,433,Potential Loyalist
12716,213,About To Sleep
12717,432,Potential Loyalist
12719,542,Potential Loyalist
12720,254,At Risk
12721,212,Hibernating customers
12722,541,Potential Loyalist
12723,533,Potential Loyalist
12724,132,Hibernating customers
12725,134,At Risk
12726,115,Cannot Lose Them
12727,315,Promising
12730,315,Promising
12732,113,Cannot Lose Them
12733,133,At Risk
12734,143,At Risk
12737,212,Hibernating customers
12739,211,Hibernating customers
12740,311,New Customers
12741,131,Lost customers
12742,114,Cannot Lose Them
12743,315,Promising
12744,445,Champions
12745,554,Champions
12746,115,Cannot Lose Them
12747,111,Lost customers
12748,111,Lost customers
12749,214,Cannot Lose Them
12750,214,Cannot Lose Them
12754,433,Potential Loyalist
12755,315,Promising
12756,434,Need Attention
12757,243,At Risk
12758,443,Need Attention
12760,113,Cannot Lose Them
12761,411,New Customers
12762,234,At Risk
12763,112,Lost customers
12764,114,Cannot Lose Them
12766,111,Lost customers
12767,513,Promising
12768,534,Need Attention
12769,431,Potential Loyalist
12770,214,Cannot Lose Them
12771,341,Potential Loyalist
12772,413,Promising
12773,454,Champions
12774,345,Loyal
12775,431,Potential Loyalist
12776,542,Potential Loyalist
12777,341,Potential Loyalist
12778,415,Promising
12779,245,At Risk
12780,135,At Risk
12781,554,Champions
12784,242,At Risk
12785,131,Lost customers
12786,431,Potential Loyalist
12787,135,At Risk
12789,443,Need Attention
12790,511,New Customers
12791,413,Promising
12793,414,Promising
12794,212,Hibernating customers
12795,434,Need Attention
12796,341,Potential Loyalist
12797,433,Potential Loyalist
12799,112,Lost customers
12800,543,Loyal
12801,345,Loyal
12803,433,Potential Loyalist
12804,312,About To Sleep
12805,534,Need Attention
12806,411,New Customers
12807,331,About To Sleep
12808,233,Hibernating customers
12809,433,Potential Loyalist
12810,431,Potential Loyalist
12811,333,Potential Loyalist
12812,215,Cannot Lose Them
12813,333,Potential Loyalist
12814,451,Potential Loyalist
12815,334,Need Attention
12816,434,Need Attention
12817,114,Cannot Lose Them
12818,415,Promising
12819,352,Potential Loyalist
12820,434,Need Attention
12821,235,At Risk
12822,553,Potential Loyalist
12823,314,Promising
12824,213,About To Sleep
12825,354,Loyal
12826,241,About To Sleep
12826,241,Hibernating customers
12827,214,Cannot Lose Them
12828,353,Potential Loyalist
12830,432,Potential Loyalist
12831,214,Cannot Lose Them
12832,314,Promising
12833,445,Champions
12834,432,Potential Loyalist
12837,132,Hibernating customers
12839,342,Potential Loyalist
12840,412,New Customers
12841,313,Promising
12843,342,Potential Loyalist
12844,145,At Risk
12845,445,Champions
12846,315,Promising
12847,413,Promising
12848,544,Champions
12849,112,Lost customers
12851,231,About To Sleep
12851,231,Hibernating customers
12853,335,Loyal
12854,441,Potential Loyalist
12855,242,At Risk
12856,544,Champions
12857,345,Loyal
12858,435,Loyal
12859,211,Hibernating customers
12860,233,Hibernating customers
12861,512,New Customers
12863,534,Need Attention
12864,434,Need Attention
12865,534,Need Attention
12866,335,Loyal
12867,212,Hibernating customers
12868,512,New Customers
12869,414,Promising
12870,435,Loyal
12871,235,At Risk
12873,442,Potential Loyalist
12874,233,Hibernating customers
12875,513,Promising
12876,415,Promising
12877,141,Lost customers
12878,344,Loyal
12881,341,Potential Loyalist
12882,531,Potential Loyalist
12884,443,Need Attention
12885,232,Hibernating customers
12887,334,Need Attention
12888,433,Potential Loyalist
12889,314,Promising
12890,515,Promising
12891,232,Hibernating customers
12892,541,Potential Loyalist
12893,534,Need Attention
12895,332,Hibernating customers
12896,152,At Risk
12897,312,About To Sleep
12898,554,Champions
12899,135,At Risk
12900,534,Need Attention
12901,112,Lost customers
12902,315,Promising
12903,531,Potential Loyalist
12905,113,Cannot Lose Them
12906,452,Potential Loyalist
12907,233,Hibernating customers
12908,315,Promising
12909,231,About To Sleep
12909,231,Hibernating customers
12910,111,Lost customers
12911,445,Champions
12912,511,New Customers
12913,441,Potential Loyalist
12915,514,Promising
12916,553,Potential Loyalist
12917,515,Promising
12918,215,Cannot Lose Them
12919,533,Potential Loyalist
12920,552,Potential Loyalist
12921,443,Need Attention
12922,244,At Risk
12923,444,Loyal
12924,111,Lost customers
12925,412,New Customers
12927,433,Potential Loyalist
12928,511,New Customers
12929,434,Need Attention
12930,411,New Customers
12931,233,Hibernating customers
12932,445,Champions
12933,315,Promising
12934,113,Cannot Lose Them
12935,111,Lost customers
12936,311,New Customers
12937,535,Need Attention
12938,114,Cannot Lose Them
12940,212,Hibernating customers
12941,114,Cannot Lose Them
12942,235,At Risk
12943,315,Promising
12944,535,Need Attention
12946,541,Potential Loyalist
12947,414,Promising
12948,442,Potential Loyalist
12949,315,Promising
12950,111,Lost customers
12952,235,At Risk
12953,131,Lost customers
12954,443,Need Attention
12956,113,Cannot Lose Them
12957,414,Promising
12958,314,Promising
12959,411,New Customers
12960,555,Champions
12961,411,New Customers
12962,311,New Customers
12963,112,Lost customers
12964,414,Promising
12965,543,Loyal
12966,214,Cannot Lose Them
12967,412,New Customers
12968,215,Cannot Lose Them
12969,311,New Customers
12970,412,New Customers
12971,443,Need Attention
12972,213,About To Sleep
12973,331,About To Sleep
12974,431,Potential Loyalist
12977,143,At Risk
12978,415,Promising
12979,313,Promising
12980,234,At Risk
12981,344,Loyal
12982,211,Hibernating customers
12983,452,Potential Loyalist
12984,551,Potential Loyalist
12985,545,Champions
12986,235,At Risk
12989,231,About To Sleep
12989,231,Hibernating customers
12991,444,Loyal
12992,114,Cannot Lose Them
12993,345,Loyal
12994,452,Potential Loyalist
12995,233,Hibernating customers
12998,555,Champions
13000,214,Cannot Lose Them
13002,114,Cannot Lose Them
13003,411,New Customers
13005,243,At Risk
13007,135,At Risk
13008,312,About To Sleep
13009,351,Potential Loyalist
13010,315,Promising
13011,312,About To Sleep
13014,355,Loyal
13016,542,Potential Loyalist
13017,212,Hibernating customers
13018,132,Hibernating customers
13019,543,Loyal
13020,111,Lost customers
13021,544,Champions
13022,251,About To Sleep
13022,251,Hibernating customers
13023,435,Loyal
13024,234,At Risk
13025,514,Promising
13026,535,Need Attention
13027,533,Potential Loyalist
13029,412,New Customers
13030,314,Promising
13032,343,Need Attention
13033,235,At Risk
13034,431,Potential Loyalist
13035,514,Promising
13036,412,New Customers
13039,432,Potential Loyalist
13040,114,Cannot Lose Them
13041,211,Hibernating customers
13042,111,Lost customers
13044,333,Potential Loyalist
13045,554,Champions
13047,514,Promising
13048,413,Promising
13049,211,Hibernating customers
13050,443,Need Attention
13051,311,New Customers
13052,555,Champions
13053,333,Potential Loyalist
13054,512,New Customers
13056,553,Potential Loyalist
13057,144,Cannot Lose Them
13058,415,Promising
13060,442,Potential Loyalist
13062,115,Cannot Lose Them
13064,213,About To Sleep
13066,435,Loyal
13067,333,Potential Loyalist
13068,314,Promising
13069,241,About To Sleep
13069,241,Hibernating customers
13070,112,Lost customers
13071,444,Loyal
13072,111,Lost customers
13073,533,Potential Loyalist
13074,311,New Customers
13076,434,Need Attention
13077,212,Hibernating customers
13078,111,Lost customers
13079,531,Potential Loyalist
13080,113,Cannot Lose Them
13081,333,Potential Loyalist
13082,345,Loyal
13083,331,About To Sleep
13084,243,At Risk
13086,515,Promising
13087,234,At Risk
13089,352,Potential Loyalist
13090,215,Cannot Lose Them
13091,135,At Risk
13092,543,Loyal
13093,132,Hibernating customers
13095,233,Hibernating customers
13096,233,Hibernating customers
13097,213,About To Sleep
13098,413,Promising
13099,434,Need Attention
13101,233,Hibernating customers
13102,412,New Customers
13104,233,Hibernating customers
13105,452,Potential Loyalist
13107,231,About To Sleep
13107,231,Hibernating customers
13108,211,Hibernating customers
13110,311,New Customers
13113,244,At Risk
13115,134,At Risk
13117,415,Promising
13119,552,Potential Loyalist
13120,555,Champions
13121,112,Lost customers
13123,534,Need Attention
13124,313,Promising
13125,453,Potential Loyalist
13128,435,Loyal
13129,311,New Customers
13130,114,Cannot Lose Them
13131,113,Cannot Lose Them
13132,214,Cannot Lose Them
13133,315,Promising
13135,433,Potential Loyalist
13136,313,Promising
13137,434,Need Attention
13138,212,Hibernating customers
13139,113,Cannot Lose Them
13140,213,About To Sleep
13143,533,Potential Loyalist
13144,115,Cannot Lose Them
13145,414,Promising
13146,553,Potential Loyalist
13148,111,Lost customers
13149,534,Need Attention
13150,111,Lost customers
13151,234,At Risk
13152,135,At Risk
13154,113,Cannot Lose Them
13155,311,New Customers
13156,234,At Risk
13157,112,Lost customers
13158,311,New Customers
13159,113,Cannot Lose Them
13160,111,Lost customers
13161,443,Need Attention
13165,441,Potential Loyalist
13166,243,At Risk
13167,115,Cannot Lose Them
13169,115,Cannot Lose Them
13170,241,About To Sleep
13170,241,Hibernating customers
13171,212,Hibernating customers
13172,213,About To Sleep
13173,212,Hibernating customers
13174,114,Cannot Lose Them
13175,214,Cannot Lose Them
13176,215,Cannot Lose Them
13177,232,Hibernating customers
13178,433,Potential Loyalist
13179,344,Loyal
13180,232,Hibernating customers
13181,232,Hibernating customers
13182,535,Need Attention
13184,435,Loyal
13185,544,Champions
13186,111,Lost customers
13189,351,Potential Loyalist
13191,112,Lost customers
13193,114,Cannot Lose Them
13197,243,At Risk
13199,555,Champions
13200,354,Loyal
13201,434,Need Attention
13202,113,Cannot Lose Them
13203,314,Promising
13204,112,Lost customers
13205,112,Lost customers
13206,313,Promising
13208,531,Potential Loyalist
13209,551,Potential Loyalist
13210,335,Loyal
13211,214,Cannot Lose Them
13212,312,About To Sleep
13213,115,Cannot Lose Them
13214,415,Promising
13215,441,Potential Loyalist
13216,554,Champions
13217,112,Lost customers
13218,533,Potential Loyalist
13220,113,Cannot Lose Them
13222,243,At Risk
13224,332,Hibernating customers
13225,533,Potential Loyalist
13227,212,Hibernating customers
13228,512,New Customers
13230,554,Champions
13233,543,Loyal
13235,113,Cannot Lose Them
13236,443,Need Attention
13237,342,Potential Loyalist
13238,513,Promising
13239,554,Champions
13240,334,Need Attention
13241,532,Potential Loyalist
13242,535,Need Attention
13244,111,Lost customers
13245,533,Potential Loyalist
13246,112,Lost customers
13248,544,Champions
13249,545,Champions
13250,553,Potential Loyalist
13251,133,At Risk
13252,532,Potential Loyalist
13253,435,Loyal
13254,411,New Customers
13255,115,Cannot Lose Them
13256,111,Lost customers
13257,211,Hibernating customers
13258,512,New Customers
13260,114,Cannot Lose Them
13261,134,At Risk
13263,414,Promising
13264,455,Champions
13265,433,Potential Loyalist
13267,331,About To Sleep
13268,411,New Customers
13269,231,About To Sleep
13269,231,Hibernating customers
13270,211,Hibernating customers
13271,235,At Risk
13272,114,Cannot Lose Them
13273,353,Potential Loyalist
13275,431,Potential Loyalist
13276,532,Potential Loyalist
13277,533,Potential Loyalist
13278,454,Champions
13279,242,At Risk
13280,533,Potential Loyalist
13281,532,Potential Loyalist
13282,311,New Customers
13283,445,Champions
13284,431,Potential Loyalist
13285,435,Loyal
13286,115,Cannot Lose Them
13287,115,Cannot Lose Them
13289,513,Promising
13290,513,Promising
13291,413,Promising
13292,444,Loyal
13293,432,Potential Loyalist
13294,535,Need Attention
13295,451,Potential Loyalist
13297,255,At Risk
13298,243,At Risk
13299,111,Lost customers
13301,113,Cannot Lose Them
13302,414,Promising
13303,114,Cannot Lose Them
13305,211,Hibernating customers
13307,541,Potential Loyalist
13308,114,Cannot Lose Them
13311,453,Potential Loyalist
13312,534,Need Attention
13313,334,Need Attention
13314,234,At Risk
13315,245,At Risk
13316,343,Need Attention
13317,535,Need Attention
13318,412,New Customers
13321,341,Potential Loyalist
13322,112,Lost customers
13324,453,Potential Loyalist
13325,234,At Risk
13326,355,Loyal
13327,111,Lost customers
13328,143,At Risk
13329,511,New Customers
13330,113,Cannot Lose Them
13331,215,Cannot Lose Them
13332,431,Potential Loyalist
13333,551,Potential Loyalist
13334,133,At Risk
13335,145,At Risk
13336,214,Cannot Lose Them
13337,115,Cannot Lose Them
13338,455,Champions
13339,232,Hibernating customers
13342,435,Loyal
13345,132,Hibernating customers
13346,232,Hibernating customers
13347,514,Promising
13348,212,Hibernating customers
13349,115,Cannot Lose Them
13350,111,Lost customers
13351,431,Potential Loyalist
13352,314,Promising
13354,551,Potential Loyalist
13355,233,Hibernating customers
13356,344,Loyal
13357,353,Potential Loyalist
13358,515,Promising
13360,142,At Risk
13361,533,Potential Loyalist
13362,213,About To Sleep
13363,235,At Risk
13364,532,Potential Loyalist
13365,515,Promising
13366,534,Need Attention
13367,431,Potential Loyalist
13369,213,About To Sleep
13370,234,At Risk
13372,435,Loyal
13373,334,Need Attention
13374,231,About To Sleep
13374,231,Hibernating customers
13376,534,Need Attention
13377,232,Hibernating customers
13379,412,New Customers
13380,231,About To Sleep
13380,231,Hibernating customers
13381,514,Promising
13382,535,Need Attention
13383,232,Hibernating customers
13384,444,Loyal
13385,433,Potential Loyalist
13386,413,Promising
13387,142,At Risk
13390,541,Potential Loyalist
13391,313,Promising
13392,312,About To Sleep
13393,442,Potential Loyalist
13394,314,Promising
13396,332,Hibernating customers
13397,115,Cannot Lose Them
13398,114,Cannot Lose Them
13399,114,Cannot Lose Them
13401,534,Need Attention
13402,434,Need Attention
13404,534,Need Attention
13405,114,Cannot Lose Them
13408,211,Hibernating customers
13409,432,Potential Loyalist
13410,355,Loyal
13411,213,About To Sleep
13413,111,Lost customers
13414,534,Need Attention
13416,232,Hibernating customers
13417,332,Hibernating customers
13418,214,Cannot Lose Them
13419,235,At Risk
13420,145,At Risk
13421,515,Promising
13423,333,Potential Loyalist
13424,342,Potential Loyalist
13425,411,New Customers
13426,443,Need Attention
13428,334,Need Attention
13429,452,Potential Loyalist
13432,444,Loyal
13433,443,Need Attention
13435,342,Potential Loyalist
13436,535,Need Attention
13437,215,Cannot Lose Them
13438,544,Champions
13439,344,Loyal
13440,113,Cannot Lose Them
13441,215,Cannot Lose Them
13443,411,New Customers
13444,412,New Customers
13445,244,At Risk
13446,534,Need Attention
13447,534,Need Attention
13448,414,Promising
13449,111,Lost customers
13450,112,Lost customers
13451,343,Need Attention
13452,342,Potential Loyalist
13454,111,Lost customers
13455,134,At Risk
13456,532,Potential Loyalist
13457,433,Potential Loyalist
13458,211,Hibernating customers
13459,355,Loyal
13460,135,At Risk
13461,314,Promising
13462,443,Need Attention
13463,212,Hibernating customers
13465,111,Lost customers
13466,132,Hibernating customers
13467,353,Potential Loyalist
13468,414,Promising
13469,312,About To Sleep
13471,433,Potential Loyalist
13472,432,Potential Loyalist
13473,115,Cannot Lose Them
13474,342,Potential Loyalist
13475,111,Lost customers
13476,345,Loyal
13478,452,Potential Loyalist
13481,134,At Risk
13482,234,At Risk
13484,212,Hibernating customers
13485,235,At Risk
13486,233,Hibernating customers
13487,541,Potential Loyalist
13488,541,Potential Loyalist
13489,414,Promising
13490,435,Loyal
13492,213,About To Sleep
13493,341,Potential Loyalist
13494,413,Promising
13495,334,Need Attention
13496,132,Hibernating customers
13497,215,Cannot Lose Them
13498,234,At Risk
13500,511,New Customers
13501,235,At Risk
13502,112,Lost customers
13503,554,Champions
13506,534,Need Attention
13507,355,Loyal
13508,111,Lost customers
13509,433,Potential Loyalist
13510,533,Potential Loyalist
13511,215,Cannot Lose Them
13512,315,Promising
13513,213,About To Sleep
13514,434,Need Attention
13516,355,Loyal
13517,333,Potential Loyalist
13518,211,Hibernating customers
13519,112,Lost customers
13520,415,Promising
13521,115,Cannot Lose Them
13522,212,Hibernating customers
13523,311,New Customers
13524,532,Potential Loyalist
13526,414,Promising
13527,212,Hibernating customers
13528,232,Hibernating customers
13529,313,Promising
13530,244,At Risk
13531,111,Lost customers
13534,532,Potential Loyalist
13536,111,Lost customers
13537,114,Cannot Lose Them
13538,315,Promising
13539,114,Cannot Lose Them
13540,443,Need Attention
13541,533,Potential Loyalist
13542,211,Hibernating customers
13543,311,New Customers
13545,544,Champions
13546,411,New Customers
13547,531,Potential Loyalist
13548,313,Promising
13549,411,New Customers
13550,444,Loyal
13551,344,Loyal
13553,332,Hibernating customers
13554,434,Need Attention
13555,513,Promising
13559,535,Need Attention
13560,213,About To Sleep
13561,544,Champions
13562,315,Promising
13563,211,Hibernating customers
13566,331,About To Sleep
13567,431,Potential Loyalist
13568,343,Need Attention
13569,211,Hibernating customers
13571,343,Need Attention
13572,334,Need Attention
13574,133,At Risk
13575,333,Potential Loyalist
13577,334,Need Attention
13579,132,Hibernating customers
13580,553,Potential Loyalist
13582,335,Loyal
13584,314,Promising
13587,111,Lost customers
13588,343,Need Attention
13589,244,At Risk
13592,312,About To Sleep
13593,214,Cannot Lose Them
13594,113,Cannot Lose Them
13595,511,New Customers
13596,434,Need Attention
13598,513,Promising
13599,213,About To Sleep
13602,314,Promising
13603,111,Lost customers
13605,431,Potential Loyalist
13606,443,Need Attention
13607,313,Promising
13608,452,Potential Loyalist
